Concept	Weighting
LENC_1579	59
LENC_1580	59
LENC_1581	59
LENC_1582	59
LENC_1583	59
LENC_1584	58
LENC_1585	58
LENC_1586	58
LENC_1587	58
LENC_1588	58
LENC_1589	58
LENC_1590	58
LENC_1591	58
LENC_1592	58
LENC_1593	58
LENC_1594	57
LENC_1595	57
LENC_1596	57
LENC_1597	57
LENC_1598	57
LENC_1599	57
LENC_1600	57
LENC_1601	56
LENC_1602	56
LENC_1603	56
LENC_1604	56
LENC_1605	56
LENC_1606	56
LENC_1607	56
LENC_1608	56
LENC_1609	56
LENC_1610	56
LENC_1611	56
LENC_1612	56
LENC_1613	56
LENC_1614	55
LENC_1615	55
LENC_1616	55
LENC_1617	55
LENC_1618	55
LENC_1619	55
LENC_1620	55
LENC_1621	55
LENC_1622	55
LENC_1623	55
LENC_1624	54
LENC_1625	54
LENC_1626	54
LENC_1627	54
LENC_1628	54
LENC_1629	54
LENC_1630	54
LENC_1631	54
LENC_1632	54
LENC_1633	54
LENC_1634	54
LENC_1635	54
LENC_1636	54
LENC_1637	54
LENC_1638	53
LENC_1639	53
LENC_1640	53
LENC_1641	53
LENC_1642	53
LENC_1643	53
LENC_1644	53
LENC_1645	53
LENC_1646	53
LENC_1647	52
LENC_1648	52
LENC_1649	52
LENC_1650	52
LENC_1651	52
LENC_1652	52
LENC_1653	52
LENC_1654	52
LENC_1655	52
LENC_1656	52
LENC_1657	52
LENC_1658	52
LENC_1659	52
LENC_1660	52
LENC_1661	52
LENC_1662	52
LENC_1663	52
LENC_1664	51
LENC_1665	51
LENC_1666	51
LENC_1667	51
LENC_1668	51
LENC_1669	51
LENC_1670	51
LENC_1671	51
LENC_1672	51
LENC_1673	51
LENC_1674	50
LENC_1675	50
LENC_1676	50
LENC_1677	50
LENC_1678	50
LENC_1679	50
LENC_1680	50
LENC_1681	50
LENC_1682	50
LENC_1683	50
LENC_1684	50
LENC_1685	50
LENC_1686	50
LENC_1687	50
LENC_1688	50
LENC_1689	50
LENC_1690	50
LENC_1691	50
LENC_1692	49
LENC_1693	49
LENC_1694	49
LENC_1695	49
LENC_1696	49
LENC_1697	49
LENC_1698	49
LENC_1699	49
LENC_1700	49
LENC_1701	49
LENC_1702	49
LENC_1703	49
LENC_1704	49
LENC_1705	49
LENC_1706	49
LENC_1707	49
LENC_1708	49
LENC_1709	48
LENC_1710	48
LENC_1711	48
LENC_1712	48
LENC_1713	48
LENC_1714	48
LENC_1715	48
LENC_1716	48
LENC_1717	48
LENC_1718	48
LENC_1719	48
LENC_1720	48
LENC_1721	48
LENC_1722	47
LENC_1723	47
LENC_1724	47
LENC_1725	47
LENC_1726	47
LENC_1727	47
LENC_1728	47
LENC_1729	47
LENC_1730	47
LENC_1731	47
LENC_1732	47
LENC_1733	47
LENC_1734	47
LENC_1735	47
LENC_1736	47
LENC_1737	47
LENC_1738	47
LENC_1739	47
LENC_1740	47
LENC_1741	47
LENC_1742	46
LENC_1743	46
LENC_1744	46
LENC_1745	46
LENC_1746	46
LENC_1747	46
LENC_1748	46
LENC_1749	46
LENC_1750	46
LENC_1751	46
LENC_1752	46
LENC_1753	46
LENC_1754	46
LENC_1755	46
LENC_1756	45
LENC_1757	45
LENC_1758	45
LENC_1759	45
LENC_1760	45
LENC_1761	45
LENC_1762	45
LENC_1763	45
LENC_1764	45
LENC_1765	45
LENC_1766	45
LENC_1767	45
LENC_1768	45
LENC_1769	45
LENC_1770	45
LENC_1771	45
LENC_1772	45
LENC_1773	45
LENC_1774	45
LENC_1775	45
LENC_1776	44
LENC_1777	44
LENC_1778	44
LENC_1779	44
LENC_1780	44
LENC_1781	44
LENC_1782	44
LENC_1783	44
LENC_1784	44
LENC_1785	44
LENC_1786	44
LENC_1787	44
LENC_1788	44
LENC_1789	44
LENC_1790	44
LENC_1791	44
LENC_1792	44
LENC_1793	44
LENC_1794	44
LENC_1795	44
LENC_1796	44
LENC_1797	44
LENC_1798	44
LENC_1799	44
LENC_1800	44
LENC_1801	44
LENC_1802	44
LENC_1803	44
LENC_1804	43
LENC_1805	43
LENC_1806	43
LENC_1807	43
LENC_1808	43
LENC_1809	43
LENC_1810	43
LENC_1811	43
LENC_1812	43
LENC_1813	43
LENC_1814	43
LENC_1815	43
LENC_1816	43
LENC_1817	43
LENC_1818	43
LENC_1819	43
LENC_1820	43
LENC_1821	43
LENC_1822	42
LENC_1823	42
LENC_1824	42
LENC_1825	42
LENC_1826	42
LENC_1827	42
LENC_1828	42
LENC_1829	42
LENC_1830	42
LENC_1831	42
LENC_1832	42
LENC_1833	42
LENC_1834	42
LENC_1835	42
LENC_1836	42
LENC_1837	42
LENC_1838	41
LENC_1839	41
LENC_1840	41
LENC_1841	41
LENC_1842	41
LENC_1843	41
LENC_1844	41
LENC_1845	41
LENC_1846	41
LENC_1847	41
LENC_1848	41
LENC_1849	41
LENC_1850	41
LENC_1851	41
LENC_1852	41
LENC_1853	41
LENC_1854	41
LENC_1855	41
LENC_1856	41
LENC_1857	41
LENC_1858	41
LENC_1859	41
LENC_1860	41
LENC_1861	41
LENC_1862	41
LENC_1863	40
LENC_1864	40
LENC_1865	40
LENC_1866	40
LENC_1867	40
LENC_1868	40
LENC_1869	40
LENC_1870	40
LENC_1871	40
LENC_1872	40
LENC_1873	40
LENC_1874	40
LENC_1875	40
LENC_1876	40
LENC_1877	40
LENC_1878	40
LENC_1879	40
LENC_1880	40
LENC_1881	40
LENC_1882	40
LENC_1883	40
LENC_1884	39
LENC_1885	39
LENC_1886	39
LENC_1887	39
LENC_1888	39
LENC_1889	39
LENC_1890	39
LENC_1891	39
LENC_1892	39
LENC_1893	39
LENC_1894	39
LENC_1895	39
LENC_1896	39
LENC_1897	39
LENC_1898	39
LENC_1899	39
LENC_1900	39
LENC_1901	39
LENC_1902	39
LENC_1903	38
LENC_1904	38
LENC_1905	38
LENC_1906	38
LENC_1907	38
LENC_1908	38
LENC_1909	38
LENC_1910	38
LENC_1911	38
LENC_1912	38
LENC_1913	38
LENC_1914	38
LENC_1915	38
LENC_1916	38
LENC_1917	38
LENC_1918	38
LENC_1919	38
LENC_1920	38
LENC_1921	38
LENC_1922	38
LENC_1923	38
LENC_1924	38
LENC_1925	38
LENC_1926	37
LENC_1927	37
LENC_1928	37
LENC_1929	37
LENC_1930	37
LENC_1931	37
LENC_1932	37
LENC_1933	37
LENC_1934	37
LENC_1935	37
LENC_1936	37
LENC_1937	37
LENC_1938	37
LENC_1939	37
LENC_1940	37
LENC_1941	37
LENC_1942	37
LENC_1943	37
LENC_1944	37
LENC_1945	37
LENC_1946	37
LENC_1947	37
LENC_1948	36
LENC_1949	36
LENC_1950	36
LENC_1951	36
LENC_1952	36
LENC_1953	36
LENC_1954	36
LENC_1955	36
LENC_1956	36
LENC_1957	36
LENC_1958	36
LENC_1959	36
LENC_1960	36
LENC_1961	36
LENC_1962	36
LENC_1963	35
LENC_1964	35
LENC_1965	35
LENC_1966	35
LENC_1967	35
LENC_1968	35
LENC_1969	35
LENC_1970	35
LENC_1971	35
LENC_1972	35
LENC_1973	35
LENC_1974	35
LENC_1975	35
LENC_1976	35
LENC_1977	35
LENC_1978	35
LENC_1979	35
LENC_1980	35
LENC_1981	35
LENC_1982	35
LENC_1983	34
LENC_1984	34
LENC_1985	34
LENC_1986	34
LENC_1987	34
LENC_1988	34
LENC_1989	34
LENC_1990	34
LENC_1991	34
LENC_1992	34
LENC_1993	34
LENC_1994	34
LENC_1995	34
LENC_1996	34
LENC_1997	34
LENC_1998	34
LENC_1999	34
LENC_2000	34
LENC_2001	34
LENC_2002	34
LENC_2003	34
LENC_2004	34
LENC_2005	34
LENC_2006	34
LENC_2007	34
LENC_2008	33
LENC_2009	33
LENC_2010	33
LENC_2011	33
LENC_2012	33
LENC_2013	33
LENC_2014	33
LENC_2015	33
LENC_2016	33
LENC_2017	33
LENC_2018	33
LENC_2019	33
LENC_2020	33
LENC_2021	33
LENC_2022	33
LENC_2023	33
LENC_2024	33
LENC_2025	33
LENC_2026	33
LENC_2027	33
LENC_2028	33
LENC_2029	33
LENC_2030	33
LENC_2031	33
LENC_2032	33
LENC_2033	32
LENC_2034	32
LENC_2035	32
LENC_2036	32
LENC_2037	32
LENC_2038	32
LENC_2039	32
LENC_2040	32
LENC_2041	32
LENC_2042	32
LENC_2043	32
LENC_2044	32
LENC_2045	32
LENC_2046	32
LENC_2047	32
LENC_2048	32
LENC_2049	32
LENC_2050	32
LENC_2051	32
LENC_2052	32
LENC_2053	32
LENC_2054	32
LENC_2055	32
LENC_2056	32
LENC_2057	31
LENC_2058	31
LENC_2059	31
LENC_2060	31
LENC_2061	31
LENC_2062	31
LENC_2063	31
LENC_2064	31
LENC_2065	31
LENC_2066	31
LENC_2067	31
LENC_2068	31
LENC_2069	31
LENC_2070	31
LENC_2071	31
LENC_2072	31
LENC_2073	31
LENC_2074	31
LENC_2075	31
LENC_2076	31
LENC_2077	31
LENC_2078	31
LENC_2079	31
LENC_2080	31
LENC_2081	31
LENC_2082	31
LENC_2083	31
LENC_2084	31
LENC_2085	31
LENC_2086	31
LENC_2087	30
LENC_2088	30
LENC_2089	30
LENC_2090	30
LENC_2091	30
LENC_2092	30
LENC_2093	30
LENC_2094	30
LENC_2095	30
LENC_2096	30
LENC_2097	30
LENC_2098	30
LENC_2099	30
LENC_2100	30
LENC_2101	30
LENC_2102	30
LENC_2103	30
LENC_2104	30
LENC_2105	30
LENC_2106	30
LENC_2107	30
LENC_2108	30
LENC_2109	29
LENC_2110	29
LENC_2111	29
LENC_2112	29
LENC_2113	29
LENC_2114	29
LENC_2115	29
LENC_2116	29
LENC_2117	29
LENC_2118	29
LENC_2119	29
LENC_2120	29
LENC_2121	29
LENC_2122	29
LENC_2123	29
LENC_2124	29
LENC_2125	29
LENC_2126	29
LENC_2127	29
LENC_2128	29
LENC_2129	29
LENC_2130	29
LENC_2131	29
LENC_2132	29
LENC_2133	29
LENC_2134	29
LENC_2135	29
LENC_2136	29
LENC_2137	29
LENC_2138	29
LENC_2139	29
LENC_2140	29
LENC_2141	29
LENC_2142	28
LENC_2143	28
LENC_2144	28
LENC_2145	28
LENC_2146	28
LENC_2147	28
LENC_2148	28
LENC_2149	28
LENC_2150	28
LENC_2151	28
LENC_2152	28
LENC_2153	28
LENC_2154	28
LENC_2155	28
LENC_2156	28
LENC_2157	28
LENC_2158	28
LENC_2159	28
LENC_2160	28
LENC_2161	28
LENC_2162	28
LENC_2163	28
LENC_2164	28
LENC_2165	28
LENC_2166	28
LENC_2167	28
LENC_2168	28
LENC_2169	28
LENC_2170	28
LENC_2171	28
LENC_2172	28
LENC_2173	28
LENC_2174	28
LENC_2175	27
LENC_2176	27
LENC_2177	27
LENC_2178	27
LENC_2179	27
LENC_2180	27
LENC_2181	27
LENC_2182	27
LENC_2183	27
LENC_2184	27
LENC_2185	27
LENC_2186	27
LENC_2187	27
LENC_2188	27
LENC_2189	27
LENC_2190	27
LENC_2191	27
LENC_2192	27
LENC_2193	27
LENC_2194	27
LENC_2195	27
LENC_2196	27
LENC_2197	27
LENC_2198	27
LENC_2199	27
LENC_2200	27
LENC_2201	27
LENC_2202	27
LENC_2203	27
LENC_2204	27
LENC_2205	27
LENC_2206	27
LENC_2207	27
LENC_2208	27
LENC_2209	27
LENC_2210	27
LENC_2211	26
LENC_2212	26
LENC_2213	26
LENC_2214	26
LENC_2215	26
LENC_2216	26
LENC_2217	26
LENC_2218	26
LENC_2219	26
LENC_2220	26
LENC_2221	26
LENC_2222	26
LENC_2223	26
LENC_2224	26
LENC_2225	26
LENC_2226	26
LENC_2227	26
LENC_2228	26
LENC_2229	26
LENC_2230	26
LENC_2231	26
LENC_2232	26
LENC_2233	26
LENC_2234	26
LENC_2235	26
LENC_2236	26
LENC_2237	26
LENC_2238	26
LENC_2239	26
LENC_2240	26
LENC_2241	26
LENC_2242	26
LENC_2243	26
LENC_2244	26
LENC_2245	26
LENC_2246	26
LENC_2247	26
LENC_2248	26
LENC_2249	26
LENC_2250	26
LENC_2251	26
LENC_2252	26
LENC_2253	26
LENC_2254	26
LENC_2255	26
LENC_2256	26
LENC_2257	25
LENC_2258	25
LENC_2259	25
LENC_2260	25
LENC_2261	25
LENC_2262	25
LENC_2263	25
LENC_2264	25
LENC_2265	25
LENC_2266	25
LENC_2267	25
LENC_2268	25
LENC_2269	25
LENC_2270	25
LENC_2271	25
LENC_2272	25
LENC_2273	25
LENC_2274	25
LENC_2275	25
LENC_2276	25
LENC_2277	25
LENC_2278	25
LENC_2279	25
LENC_2280	25
LENC_2281	25
LENC_2282	25
LENC_2283	25
LENC_2284	25
LENC_2285	25
LENC_2286	25
LENC_2287	25
LENC_2288	25
LENC_2289	25
LENC_2290	25
LENC_2291	25
LENC_2292	24
LENC_2293	24
LENC_2294	24
LENC_2295	24
LENC_2296	24
LENC_2297	24
LENC_2298	24
LENC_2299	24
LENC_2300	24
LENC_2301	24
LENC_2302	24
LENC_2303	24
LENC_2304	24
LENC_2305	24
LENC_2306	24
LENC_2307	24
LENC_2308	24
LENC_2309	24
LENC_2310	24
LENC_2311	24
LENC_2312	24
LENC_2313	24
LENC_2314	24
LENC_2315	24
LENC_2316	24
LENC_2317	24
LENC_2318	24
LENC_2319	24
LENC_2320	24
LENC_2321	24
LENC_2322	24
LENC_2323	24
LENC_2324	24
LENC_2325	24
LENC_2326	24
LENC_2327	24
LENC_2328	24
LENC_2329	24
LENC_2330	24
LENC_2331	24
LENC_2332	24
LENC_2333	24
LENC_2334	24
LENC_2335	24
LENC_2336	24
LENC_2337	24
LENC_2338	23
LENC_2339	23
LENC_2340	23
LENC_2341	23
LENC_2342	23
LENC_2343	23
LENC_2344	23
LENC_2345	23
LENC_2346	23
LENC_2347	23
LENC_2348	23
LENC_2349	23
LENC_2350	23
LENC_2351	23
LENC_2352	23
LENC_2353	23
LENC_2354	23
LENC_2355	23
LENC_2356	23
LENC_2357	23
LENC_2358	23
LENC_2359	23
LENC_2360	23
LENC_2361	23
LENC_2362	23
LENC_2363	23
LENC_2364	23
LENC_2365	23
LENC_2366	23
LENC_2367	23
LENC_2368	23
LENC_2369	23
LENC_2370	23
LENC_2371	23
LENC_2372	23
LENC_2373	23
LENC_2374	23
LENC_2375	23
LENC_2376	23
LENC_2377	23
LENC_2378	23
LENC_2379	23
LENC_2380	23
LENC_2381	23
LENC_2382	22
LENC_2383	22
LENC_2384	22
LENC_2385	22
LENC_2386	22
LENC_2387	22
LENC_2388	22
LENC_2389	22
LENC_2390	22
LENC_2391	22
LENC_2392	22
LENC_2393	22
LENC_2394	22
LENC_2395	22
LENC_2396	22
LENC_2397	22
LENC_2398	22
LENC_2399	22
LENC_2400	22
LENC_2401	22
LENC_2402	22
LENC_2403	22
LENC_2404	22
LENC_2405	22
LENC_2406	22
LENC_2407	22
LENC_2408	22
LENC_2409	22
LENC_2410	22
LENC_2411	22
LENC_2412	22
LENC_2413	22
LENC_2414	22
LENC_2415	22
LENC_2416	22
LENC_2417	22
LENC_2418	22
LENC_2419	22
LENC_2420	22
LENC_2421	22
LENC_2422	22
LENC_2423	22
LENC_2424	22
LENC_2425	22
LENC_2426	22
LENC_2427	22
LENC_2428	22
LENC_2429	22
LENC_2430	22
LENC_2431	22
LENC_2432	22
LENC_2433	22
LENC_2434	22
LENC_2435	21
LENC_2436	21
LENC_2437	21
LENC_2438	21
LENC_2439	21
LENC_2440	21
LENC_2441	21
LENC_2442	21
LENC_2443	21
LENC_2444	21
LENC_2445	21
LENC_2446	21
LENC_2447	21
LENC_2448	21
LENC_2449	21
LENC_2450	21
LENC_2451	21
LENC_2452	21
LENC_2453	21
LENC_2454	21
LENC_2455	21
LENC_2456	21
LENC_2457	21
LENC_2458	21
LENC_2459	21
LENC_2460	21
LENC_2461	21
LENC_2462	21
LENC_2463	21
LENC_2464	21
LENC_2465	21
LENC_2466	21
LENC_2467	21
LENC_2468	21
LENC_2469	21
LENC_2470	21
LENC_2471	21
LENC_2472	21
LENC_2473	21
LENC_2474	21
LENC_2475	21
LENC_2476	21
LENC_2477	21
LENC_2478	21
LENC_2479	20
LENC_2480	20
LENC_2481	20
LENC_2482	20
LENC_2483	20
LENC_2484	20
LENC_2485	20
LENC_2486	20
LENC_2487	20
LENC_2488	20
LENC_2489	20
LENC_2490	20
LENC_2491	20
LENC_2492	20
LENC_2493	20
LENC_2494	20
LENC_2495	20
LENC_2496	20
LENC_2497	20
LENC_2498	20
LENC_2499	20
LENC_2500	20
LENC_2501	20
LENC_2502	20
LENC_2503	20
LENC_2504	20
LENC_2505	20
LENC_2506	20
LENC_2507	20
LENC_2508	20
LENC_2509	20
LENC_2510	20
LENC_2511	20
LENC_2512	20
LENC_2513	20
LENC_2514	20
LENC_2515	20
LENC_2516	20
LENC_2517	20
LENC_2518	20
LENC_2519	20
LENC_2520	20
LENC_2521	20
LENC_2522	20
LENC_2523	20
LENC_2524	20
LENC_2525	20
LENC_2526	20
LENC_2527	20
LENC_2528	20
LENC_2529	20
LENC_2530	20
LENC_2531	20
LENC_2532	20
LENC_2533	20
LENC_2534	20
LENC_2535	20
LENC_2536	19
LENC_2537	19
LENC_2538	19
LENC_2539	19
LENC_2540	19
LENC_2541	19
LENC_2542	19
LENC_2543	19
LENC_2544	19
LENC_2545	19
LENC_2546	19
LENC_2547	19
LENC_2548	19
LENC_2549	19
LENC_2550	19
LENC_2551	19
LENC_2552	19
LENC_2553	19
LENC_2554	19
LENC_2555	19
LENC_2556	19
LENC_2557	19
LENC_2558	19
LENC_2559	19
LENC_2560	19
LENC_2561	19
LENC_2562	19
LENC_2563	19
LENC_2564	19
LENC_2565	19
LENC_2566	19
LENC_2567	19
LENC_2568	19
LENC_2569	19
LENC_2570	19
LENC_2571	18
LENC_2572	18
LENC_2573	18
LENC_2574	18
LENC_2575	18
LENC_2576	18
LENC_2577	18
LENC_2578	18
LENC_2579	18
LENC_2580	18
LENC_2581	18
LENC_2582	18
LENC_2583	18
LENC_2584	18
LENC_2585	18
LENC_2586	18
LENC_2587	18
LENC_2588	18
LENC_2589	18
LENC_2590	18
LENC_2591	18
LENC_2592	18
LENC_2593	18
LENC_2594	18
LENC_2595	18
LENC_2596	18
LENC_2597	18
LENC_2598	18
LENC_2599	18
LENC_2600	18
LENC_2601	18
LENC_2602	18
LENC_2603	18
LENC_2604	18
LENC_2605	18
LENC_2606	18
LENC_2607	18
LENC_2608	18
LENC_2609	18
LENC_2610	18
LENC_2611	18
LENC_2612	18
LENC_2613	18
LENC_2614	18
LENC_2615	18
LENC_2616	18
LENC_2617	18
LENC_2618	18
LENC_2619	18
LENC_2620	18
LENC_2621	18
LENC_2622	18
LENC_2623	18
LENC_2624	18
LENC_2625	18
LENC_2626	18
LENC_2627	18
LENC_2628	18
LENC_2629	18
LENC_2630	18
LENC_2631	18
LENC_2632	18
LENC_2633	18
LENC_2634	18
LENC_2635	18
LENC_2636	18
LENC_2637	18
LENC_2638	18
LENC_2639	18
LENC_2640	18
LENC_2641	17
LENC_2642	17
LENC_2643	17
LENC_2644	17
LENC_2645	17
LENC_2646	17
LENC_2647	17
LENC_2648	17
LENC_2649	17
LENC_2650	17
LENC_2651	17
LENC_2652	17
LENC_2653	17
LENC_2654	17
LENC_2655	17
LENC_2656	17
LENC_2657	17
LENC_2658	17
LENC_2659	17
LENC_2660	17
LENC_2661	17
LENC_2662	17
LENC_2663	17
LENC_2664	17
LENC_2665	17
LENC_2666	17
LENC_2667	17
LENC_2668	17
LENC_2669	17
LENC_2670	17
LENC_2671	17
LENC_2672	17
LENC_2673	17
LENC_2674	17
LENC_2675	17
LENC_2676	17
LENC_2677	17
LENC_2678	17
LENC_2679	17
LENC_2680	17
LENC_2681	17
LENC_2682	17
LENC_2683	17
LENC_2684	17
LENC_2685	17
LENC_2686	17
LENC_2687	17
LENC_2688	17
LENC_2689	17
LENC_2690	17
LENC_2691	17
LENC_2692	17
LENC_2693	17
LENC_2694	17
LENC_2695	17
LENC_2696	17
LENC_2697	17
LENC_2698	17
LENC_2699	16
LENC_2700	16
LENC_2701	16
LENC_2702	16
LENC_2703	16
LENC_2704	16
LENC_2705	16
LENC_2706	16
LENC_2707	16
LENC_2708	16
LENC_2709	16
LENC_2710	16
LENC_2711	16
LENC_2712	16
LENC_2713	16
LENC_2714	16
LENC_2715	16
LENC_2716	16
LENC_2717	16
LENC_2718	16
LENC_2719	16
LENC_2720	16
LENC_2721	16
LENC_2722	16
LENC_2723	16
LENC_2724	16
LENC_2725	16
LENC_2726	16
LENC_2727	16
LENC_2728	16
LENC_2729	16
LENC_2730	16
LENC_2731	16
LENC_2732	16
LENC_2733	16
LENC_2734	16
LENC_2735	16
LENC_2736	16
LENC_2737	16
LENC_2738	16
LENC_2739	16
LENC_2740	16
LENC_2741	16
LENC_2742	16
LENC_2743	16
LENC_2744	16
LENC_2745	16
LENC_2746	16
LENC_2747	16
LENC_2748	16
LENC_2749	16
LENC_2750	16
LENC_2751	16
LENC_2752	16
LENC_2753	16
LENC_2754	16
LENC_2755	16
LENC_2756	16
LENC_2757	16
LENC_2758	16
LENC_2759	16
LENC_2760	16
LENC_2761	16
LENC_2762	16
LENC_2763	16
LENC_2764	16
LENC_2765	16
LENC_2766	16
LENC_2767	16
LENC_2768	16
LENC_2769	16
LENC_2770	16
LENC_2771	16
LENC_2772	16
LENC_2773	16
LENC_2774	16
LENC_2775	16
LENC_2776	16
LENC_2777	16
LENC_2778	16
LENC_2779	16
LENC_2780	16
LENC_2781	16
LENC_2782	16
LENC_2783	16
LENC_2784	16
LENC_2785	16
LENC_2786	16
LENC_2787	16
LENC_2788	16
LENC_2789	15
LENC_2790	15
LENC_2791	15
LENC_2792	15
LENC_2793	15
LENC_2794	15
LENC_2795	15
LENC_2796	15
LENC_2797	15
LENC_2798	15
LENC_2799	15
LENC_2800	15
LENC_2801	15
LENC_2802	15
LENC_2803	15
LENC_2804	15
LENC_2805	15
LENC_2806	15
LENC_2807	15
LENC_2808	15
LENC_2809	15
LENC_2810	15
LENC_2811	15
LENC_2812	15
LENC_2813	15
LENC_2814	15
LENC_2815	15
LENC_2816	15
LENC_2817	15
LENC_2818	15
LENC_2819	15
LENC_2820	15
LENC_2821	15
LENC_2822	15
LENC_2823	15
LENC_2824	15
LENC_2825	15
LENC_2826	15
LENC_2827	15
LENC_2828	15
LENC_2829	15
LENC_2830	15
LENC_2831	15
LENC_2832	15
LENC_2833	15
LENC_2834	15
LENC_2835	15
LENC_2836	15
LENC_2837	15
LENC_2838	15
LENC_2839	15
LENC_2840	15
LENC_2841	15
LENC_2842	15
LENC_2843	15
LENC_2844	15
LENC_2845	15
LENC_2846	15
LENC_2847	15
LENC_2848	15
LENC_2849	15
LENC_2850	14
LENC_2851	14
LENC_2852	14
LENC_2853	14
LENC_2854	14
LENC_2855	14
LENC_2856	14
LENC_2857	14
LENC_2858	14
LENC_2859	14
LENC_2860	14
LENC_2861	14
LENC_2862	14
LENC_2863	14
LENC_2864	14
LENC_2865	14
LENC_2866	14
LENC_2867	14
LENC_2868	14
LENC_2869	14
LENC_2870	14
LENC_2871	14
LENC_2872	14
LENC_2873	14
LENC_2874	14
LENC_2875	14
LENC_2876	14
LENC_2877	14
LENC_2878	14
LENC_2879	14
LENC_2880	14
LENC_2881	14
LENC_2882	14
LENC_2883	14
LENC_2884	14
LENC_2885	14
LENC_2886	14
LENC_2887	14
LENC_2888	14
LENC_2889	14
LENC_2890	14
LENC_2891	14
LENC_2892	14
LENC_2893	14
LENC_2894	14
LENC_2895	14
LENC_2896	14
LENC_2897	14
LENC_2898	14
LENC_2899	14
LENC_2900	14
LENC_2901	14
LENC_2902	14
LENC_2903	14
LENC_2904	14
LENC_2905	14
LENC_2906	14
LENC_2907	14
LENC_2908	14
LENC_2909	14
LENC_2910	14
LENC_2911	14
LENC_2912	14
LENC_2913	14
LENC_2914	14
LENC_2915	14
LENC_2916	14
LENC_2917	14
LENC_2918	14
LENC_2919	14
LENC_2920	14
LENC_2921	14
LENC_2922	14
LENC_2923	14
LENC_2924	14
LENC_2925	14
LENC_2926	14
LENC_2927	14
LENC_2928	14
LENC_2929	14
LENC_2930	14
LENC_2931	14
LENC_2932	14
LENC_2933	14
LENC_2934	14
LENC_2935	14
LENC_2936	14
LENC_2937	14
LENC_2938	14
LENC_2939	13
LENC_2940	13
LENC_2941	13
LENC_2942	13
LENC_2943	13
LENC_2944	13
LENC_2945	13
LENC_2946	13
LENC_2947	13
LENC_2948	13
LENC_2949	13
LENC_2950	13
LENC_2951	13
LENC_2952	13
LENC_2953	13
LENC_2954	13
LENC_2955	13
LENC_2956	13
LENC_2957	13
LENC_2958	13
LENC_2959	13
LENC_2960	13
LENC_2961	13
LENC_2962	13
LENC_2963	13
LENC_2964	13
LENC_2965	13
LENC_2966	13
LENC_2967	13
LENC_2968	13
LENC_2969	13
LENC_2970	13
LENC_2971	13
LENC_2972	13
LENC_2973	13
LENC_2974	13
LENC_2975	13
LENC_2976	13
LENC_2977	13
LENC_2978	13
LENC_2979	13
LENC_2980	13
LENC_2981	13
LENC_2982	13
LENC_2983	13
LENC_2984	13
LENC_2985	13
LENC_2986	13
LENC_2987	13
LENC_2988	13
LENC_2989	13
LENC_2990	13
LENC_2991	13
LENC_2992	13
LENC_2993	13
LENC_2994	13
LENC_2995	13
LENC_2996	13
LENC_2997	13
LENC_2998	13
LENC_2999	13
LENC_3000	13
LENC_3001	13
LENC_3002	13
LENC_3003	13
LENC_3004	13
LENC_3005	13
LENC_3006	13
LENC_3007	13
LENC_3008	13
LENC_3009	13
LENC_3010	13
LENC_3011	13
LENC_3012	13
LENC_3013	13
LENC_3014	13
LENC_3015	13
LENC_3016	13
LENC_3017	13
LENC_3018	13
LENC_3019	13
LENC_3020	13
LENC_3021	13
LENC_3022	13
LENC_3023	13
LENC_3024	13
LENC_3025	13
LENC_3026	13
LENC_3027	13
LENC_3028	12
LENC_3029	12
LENC_3030	12
LENC_3031	12
LENC_3032	12
LENC_3033	12
LENC_3034	12
LENC_3035	12
LENC_3036	12
LENC_3037	12
LENC_3038	12
LENC_3039	12
LENC_3040	12
LENC_3041	12
LENC_3042	12
LENC_3043	12
LENC_3044	12
LENC_3045	12
LENC_3046	12
LENC_3047	12
LENC_3048	12
LENC_3049	12
LENC_3050	12
LENC_3051	12
LENC_3052	12
LENC_3053	12
LENC_3054	12
LENC_3055	12
LENC_3056	12
LENC_3057	12
LENC_3058	12
LENC_3059	12
LENC_3060	12
LENC_3061	12
LENC_3062	12
LENC_3063	12
LENC_3064	12
LENC_3065	12
LENC_3066	12
LENC_3067	12
LENC_3068	12
LENC_3069	12
LENC_3070	12
LENC_3071	12
LENC_3072	12
LENC_3073	12
LENC_3074	12
LENC_3075	12
LENC_3076	12
LENC_3077	12
LENC_3078	12
LENC_3079	12
LENC_3080	12
LENC_3081	12
LENC_3082	12
LENC_3083	12
LENC_3084	12
LENC_3085	12
LENC_3086	12
LENC_3087	12
LENC_3088	12
LENC_3089	12
LENC_3090	12
LENC_3091	12
LENC_3092	12
LENC_3093	12
LENC_3094	12
LENC_3095	12
LENC_3096	12
LENC_3097	12
LENC_3098	12
LENC_3099	12
LENC_3100	12
LENC_3101	12
LENC_3102	12
LENC_3103	12
LENC_3104	12
LENC_3105	12
LENC_3106	12
LENC_3107	12
LENC_3108	12
LENC_3109	12
LENC_3110	12
LENC_3111	12
LENC_3112	12
LENC_3113	12
LENC_3114	12
LENC_3115	12
LENC_3116	12
LENC_3117	12
LENC_3118	12
LENC_3119	12
LENC_3120	12
LENC_3121	12
LENC_3122	12
LENC_3123	12
LENC_3124	12
LENC_3125	12
LENC_3126	12
LENC_3127	12
LENC_3128	12
LENC_3129	12
LENC_3130	12
LENC_3131	12
LENC_3132	12
