Concept	Weighting
LENC_3133	12
LENC_3134	11
LENC_3135	11
LENC_3136	11
LENC_3137	11
LENC_3138	11
LENC_3139	11
LENC_3140	11
LENC_3141	11
LENC_3142	11
LENC_3143	11
LENC_3144	11
LENC_3145	11
LENC_3146	11
LENC_3147	11
LENC_3148	11
LENC_3149	11
LENC_3150	11
LENC_3151	11
LENC_3152	11
LENC_3153	11
LENC_3154	11
LENC_3155	11
LENC_3156	11
LENC_3157	11
LENC_3158	11
LENC_3159	11
LENC_3160	11
LENC_3161	11
LENC_3162	11
LENC_3163	11
LENC_3164	11
LENC_3165	11
LENC_3166	11
LENC_3167	11
LENC_3168	11
LENC_3169	11
LENC_3170	11
LENC_3171	11
LENC_3172	11
LENC_3173	11
LENC_3174	11
LENC_3175	11
LENC_3176	11
LENC_3177	11
LENC_3178	11
LENC_3179	11
LENC_3180	11
LENC_3181	11
LENC_3182	11
LENC_3183	11
LENC_3184	11
LENC_3185	11
LENC_3186	11
LENC_3187	11
LENC_3188	11
LENC_3189	11
LENC_3190	11
LENC_3191	11
LENC_3192	11
LENC_3193	11
LENC_3194	11
LENC_3195	11
LENC_3196	11
LENC_3197	11
LENC_3198	11
LENC_3199	11
LENC_3200	11
LENC_3201	11
LENC_3202	11
LENC_3203	11
LENC_3204	11
LENC_3205	11
LENC_3206	11
LENC_3207	11
LENC_3208	11
LENC_3209	11
LENC_3210	11
LENC_3211	11
LENC_3212	11
LENC_3213	11
LENC_3214	11
LENC_3215	11
LENC_3216	11
LENC_3217	11
LENC_3218	11
LENC_3219	11
LENC_3220	11
LENC_3221	11
LENC_3222	11
LENC_3223	11
LENC_3224	11
LENC_3225	10
LENC_3226	10
LENC_3227	10
LENC_3228	10
LENC_3229	10
LENC_3230	10
LENC_3231	10
LENC_3232	10
LENC_3233	10
LENC_3234	10
LENC_3235	10
LENC_3236	10
LENC_3237	10
LENC_3238	10
LENC_3239	10
LENC_3240	10
LENC_3241	10
LENC_3242	10
LENC_3243	10
LENC_3244	10
LENC_3245	10
LENC_3246	10
LENC_3247	10
LENC_3248	10
LENC_3249	10
LENC_3250	10
LENC_3251	10
LENC_3252	10
LENC_3253	10
LENC_3254	10
LENC_3255	10
LENC_3256	10
LENC_3257	10
LENC_3258	10
LENC_3259	10
LENC_3260	10
LENC_3261	10
LENC_3262	10
LENC_3263	10
LENC_3264	10
LENC_3265	10
LENC_3266	10
LENC_3267	10
LENC_3268	10
LENC_3269	10
LENC_3270	10
LENC_3271	10
LENC_3272	10
LENC_3273	10
LENC_3274	10
LENC_3275	10
LENC_3276	10
LENC_3277	10
LENC_3278	10
LENC_3279	10
LENC_3280	10
LENC_3281	10
LENC_3282	10
LENC_3283	10
LENC_3284	10
LENC_3285	10
LENC_3286	10
LENC_3287	10
LENC_3288	10
LENC_3289	10
LENC_3290	10
LENC_3291	10
LENC_3292	10
LENC_3293	10
LENC_3294	10
LENC_3295	10
LENC_3296	10
LENC_3297	10
LENC_3298	10
LENC_3299	10
LENC_3300	10
LENC_3301	10
LENC_3302	10
LENC_3303	10
LENC_3304	10
LENC_3305	10
LENC_3306	10
LENC_3307	10
LENC_3308	10
LENC_3309	10
LENC_3310	10
LENC_3311	10
LENC_3312	10
LENC_3313	10
LENC_3314	10
LENC_3315	10
LENC_3316	10
LENC_3317	10
LENC_3318	10
LENC_3319	10
LENC_3320	10
LENC_3321	10
LENC_3322	10
LENC_3323	10
LENC_3324	10
LENC_3325	10
LENC_3326	10
LENC_3327	10
LENC_3328	10
LENC_3329	10
LENC_3330	10
LENC_3331	10
LENC_3332	10
LENC_3333	10
LENC_3334	10
LENC_3335	10
LENC_3336	10
LENC_3337	10
LENC_3338	10
LENC_3339	10
LENC_3340	10
LENC_3341	10
LENC_3342	10
LENC_3343	10
LENC_3344	10
LENC_3345	10
LENC_3346	10
LENC_3347	10
LENC_3348	10
LENC_3349	10
LENC_3350	10
LENC_3351	10
LENC_3352	10
LENC_3353	10
LENC_3354	10
LENC_3355	10
LENC_3356	10
LENC_3357	10
LENC_3358	10
LENC_3359	10
LENC_3360	10
LENC_3361	10
LENC_3362	10
LENC_3363	10
LENC_3364	10
LENC_3365	10
LENC_3366	10
LENC_3367	10
LENC_3368	10
LENC_3369	10
LENC_3370	10
LENC_3371	9
LENC_3372	9
LENC_3373	9
LENC_3374	9
LENC_3375	9
LENC_3376	9
LENC_3377	9
LENC_3378	9
LENC_3379	9
LENC_3380	9
LENC_3381	9
LENC_3382	9
LENC_3383	9
LENC_3384	9
LENC_3385	9
LENC_3386	9
LENC_3387	9
LENC_3388	9
LENC_3389	9
LENC_3390	9
LENC_3391	9
LENC_3392	9
LENC_3393	9
LENC_3394	9
LENC_3395	9
LENC_3396	9
LENC_3397	9
LENC_3398	9
LENC_3399	9
LENC_3400	9
LENC_3401	9
LENC_3402	9
LENC_3403	9
LENC_3404	9
LENC_3405	9
LENC_3406	9
LENC_3407	9
LENC_3408	9
LENC_3409	9
LENC_3410	9
LENC_3411	9
LENC_3412	9
LENC_3413	9
LENC_3414	9
LENC_3415	9
LENC_3416	9
LENC_3417	9
LENC_3418	9
LENC_3419	9
LENC_3420	9
LENC_3421	9
LENC_3422	9
LENC_3423	9
LENC_3424	9
LENC_3425	9
LENC_3426	9
LENC_3427	9
LENC_3428	9
LENC_3429	9
LENC_3430	9
LENC_3431	9
LENC_3432	9
LENC_3433	9
LENC_3434	9
LENC_3435	9
LENC_3436	9
LENC_3437	9
LENC_3438	9
LENC_3439	9
LENC_3440	9
LENC_3441	9
LENC_3442	9
LENC_3443	9
LENC_3444	9
LENC_3445	9
LENC_3446	9
LENC_3447	9
LENC_3448	9
LENC_3449	9
LENC_3450	9
LENC_3451	9
LENC_3452	9
LENC_3453	9
LENC_3454	9
LENC_3455	9
LENC_3456	9
LENC_3457	9
LENC_3458	9
LENC_3459	9
LENC_3460	9
LENC_3461	9
LENC_3462	9
LENC_3463	9
LENC_3464	9
LENC_3465	9
LENC_3466	9
LENC_3467	9
LENC_3468	9
LENC_3469	9
LENC_3470	9
LENC_3471	9
LENC_3472	9
LENC_3473	9
LENC_3474	9
LENC_3475	9
LENC_3476	9
LENC_3477	9
LENC_3478	9
LENC_3479	9
LENC_3480	9
LENC_3481	9
LENC_3482	9
LENC_3483	9
LENC_3484	9
LENC_3485	9
LENC_3486	9
LENC_3487	9
LENC_3488	9
LENC_3489	9
LENC_3490	9
LENC_3491	9
LENC_3492	9
LENC_3493	9
LENC_3494	9
LENC_3495	9
LENC_3496	9
LENC_3497	9
LENC_3498	9
LENC_3499	9
LENC_3500	9
LENC_3501	9
LENC_3502	9
LENC_3503	9
LENC_3504	9
LENC_3505	9
LENC_3506	9
LENC_3507	9
LENC_3508	9
LENC_3509	9
LENC_3510	9
LENC_3511	9
LENC_3512	9
LENC_3513	9
LENC_3514	9
LENC_3515	9
LENC_3516	9
LENC_3517	9
LENC_3518	9
LENC_3519	9
LENC_3520	9
LENC_3521	8
LENC_3522	8
LENC_3523	8
LENC_3524	8
LENC_3525	8
LENC_3526	8
LENC_3527	8
LENC_3528	8
LENC_3529	8
LENC_3530	8
LENC_3531	8
LENC_3532	8
LENC_3533	8
LENC_3534	8
LENC_3535	8
LENC_3536	8
LENC_3537	8
LENC_3538	8
LENC_3539	8
LENC_3540	8
LENC_3541	8
LENC_3542	8
LENC_3543	8
LENC_3544	8
LENC_3545	8
LENC_3546	8
LENC_3547	8
LENC_3548	8
LENC_3549	8
LENC_3550	8
LENC_3551	8
LENC_3552	8
LENC_3553	8
LENC_3554	8
LENC_3555	8
LENC_3556	8
LENC_3557	8
LENC_3558	8
LENC_3559	8
LENC_3560	8
LENC_3561	8
LENC_3562	8
LENC_3563	8
LENC_3564	8
LENC_3565	8
LENC_3566	8
LENC_3567	8
LENC_3568	8
LENC_3569	8
LENC_3570	8
LENC_3571	8
LENC_3572	8
LENC_3573	8
LENC_3574	8
LENC_3575	8
LENC_3576	8
LENC_3577	8
LENC_3578	8
LENC_3579	8
LENC_3580	8
LENC_3581	8
LENC_3582	8
LENC_3583	8
LENC_3584	8
LENC_3585	8
LENC_3586	8
LENC_3587	8
LENC_3588	8
LENC_3589	8
LENC_3590	8
LENC_3591	8
LENC_3592	8
LENC_3593	8
LENC_3594	8
LENC_3595	8
LENC_3596	8
LENC_3597	8
LENC_3598	8
LENC_3599	8
LENC_3600	8
LENC_3601	8
LENC_3602	8
LENC_3603	8
LENC_3604	8
LENC_3605	8
LENC_3606	8
LENC_3607	8
LENC_3608	8
LENC_3609	8
LENC_3610	8
LENC_3611	8
LENC_3612	8
LENC_3613	8
LENC_3614	8
LENC_3615	8
LENC_3616	8
LENC_3617	8
LENC_3618	8
LENC_3619	8
LENC_3620	8
LENC_3621	8
LENC_3622	8
LENC_3623	8
LENC_3624	8
LENC_3625	8
LENC_3626	8
LENC_3627	8
LENC_3628	8
LENC_3629	8
LENC_3630	8
LENC_3631	8
LENC_3632	8
LENC_3633	8
LENC_3634	8
LENC_3635	8
LENC_3636	8
LENC_3637	8
LENC_3638	8
LENC_3639	8
LENC_3640	8
LENC_3641	8
LENC_3642	8
LENC_3643	8
LENC_3644	8
LENC_3645	8
LENC_3646	8
LENC_3647	8
LENC_3648	8
LENC_3649	8
LENC_3650	8
LENC_3651	8
LENC_3652	8
LENC_3653	8
LENC_3654	8
LENC_3655	8
LENC_3656	8
LENC_3657	8
LENC_3658	8
LENC_3659	8
LENC_3660	8
LENC_3661	8
LENC_3662	8
LENC_3663	8
LENC_3664	8
LENC_3665	8
LENC_3666	8
LENC_3667	8
LENC_3668	8
LENC_3669	8
LENC_3670	8
LENC_3671	8
LENC_3672	8
LENC_3673	8
LENC_3674	8
LENC_3675	8
LENC_3676	8
LENC_3677	8
LENC_3678	8
LENC_3679	8
LENC_3680	8
LENC_3681	8
LENC_3682	8
LENC_3683	8
LENC_3684	7
LENC_3685	7
LENC_3686	7
LENC_3687	7
LENC_3688	7
LENC_3689	7
LENC_3690	7
LENC_3691	7
LENC_3692	7
LENC_3693	7
LENC_3694	7
LENC_3695	7
LENC_3696	7
LENC_3697	7
LENC_3698	7
LENC_3699	7
LENC_3700	7
LENC_3701	7
LENC_3702	7
LENC_3703	7
LENC_3704	7
LENC_3705	7
LENC_3706	7
LENC_3707	7
LENC_3708	7
LENC_3709	7
LENC_3710	7
LENC_3711	7
LENC_3712	7
LENC_3713	7
LENC_3714	7
LENC_3715	7
LENC_3716	7
LENC_3717	7
LENC_3718	7
LENC_3719	7
LENC_3720	7
LENC_3721	7
LENC_3722	7
LENC_3723	7
LENC_3724	7
LENC_3725	7
LENC_3726	7
LENC_3727	7
LENC_3728	7
LENC_3729	7
LENC_3730	7
LENC_3731	7
LENC_3732	7
LENC_3733	7
LENC_3734	7
LENC_3735	7
LENC_3736	7
LENC_3737	7
LENC_3738	7
LENC_3739	7
LENC_3740	7
LENC_3741	7
LENC_3742	7
LENC_3743	7
LENC_3744	7
LENC_3745	7
LENC_3746	7
LENC_3747	7
LENC_3748	7
LENC_3749	7
LENC_3750	7
LENC_3751	7
LENC_3752	7
LENC_3753	7
LENC_3754	7
LENC_3755	7
LENC_3756	7
LENC_3757	7
LENC_3758	7
LENC_3759	7
LENC_3760	7
LENC_3761	7
LENC_3762	7
LENC_3763	7
LENC_3764	7
LENC_3765	7
LENC_3766	7
LENC_3767	7
LENC_3768	7
LENC_3769	7
LENC_3770	7
LENC_3771	7
LENC_3772	7
LENC_3773	7
LENC_3774	7
LENC_3775	7
LENC_3776	7
LENC_3777	7
LENC_3778	7
LENC_3779	7
LENC_3780	7
LENC_3781	7
LENC_3782	7
LENC_3783	7
LENC_3784	7
LENC_3785	7
LENC_3786	7
LENC_3787	7
LENC_3788	7
LENC_3789	7
LENC_3790	7
LENC_3791	7
LENC_3792	7
LENC_3793	7
LENC_3794	7
LENC_3795	7
LENC_3796	7
LENC_3797	7
LENC_3798	7
LENC_3799	7
LENC_3800	7
LENC_3801	7
LENC_3802	7
LENC_3803	7
LENC_3804	7
LENC_3805	7
LENC_3806	7
LENC_3807	7
LENC_3808	7
LENC_3809	7
LENC_3810	7
LENC_3811	7
LENC_3812	7
LENC_3813	7
LENC_3814	7
LENC_3815	7
LENC_3816	7
LENC_3817	7
LENC_3818	7
LENC_3819	7
LENC_3820	7
LENC_3821	7
LENC_3822	7
LENC_3823	7
LENC_3824	7
LENC_3825	7
LENC_3826	7
LENC_3827	7
LENC_3828	7
LENC_3829	7
LENC_3830	7
LENC_3831	7
LENC_3832	7
LENC_3833	7
LENC_3834	7
LENC_3835	7
LENC_3836	7
LENC_3837	7
LENC_3838	7
LENC_3839	7
LENC_3840	7
LENC_3841	7
LENC_3842	7
LENC_3843	7
LENC_3844	7
LENC_3845	7
LENC_3846	7
LENC_3847	7
LENC_3848	7
LENC_3849	7
LENC_3850	7
LENC_3851	7
LENC_3852	7
LENC_3853	7
LENC_3854	7
LENC_3855	7
LENC_3856	7
LENC_3857	7
LENC_3858	7
LENC_3859	7
LENC_3860	7
LENC_3861	7
LENC_3862	7
LENC_3863	7
LENC_3864	7
LENC_3865	7
LENC_3866	7
LENC_3867	7
LENC_3868	7
LENC_3869	7
LENC_3870	7
LENC_3871	7
LENC_3872	7
LENC_3873	7
LENC_3874	7
LENC_3875	7
LENC_3876	7
LENC_3877	7
LENC_3878	7
LENC_3879	7
LENC_3880	7
LENC_3881	7
LENC_3882	7
LENC_3883	7
LENC_3884	7
LENC_3885	7
LENC_3886	7
LENC_3887	7
LENC_3888	7
LENC_3889	7
LENC_3890	7
LENC_3891	7
LENC_3892	7
LENC_3893	7
LENC_3894	7
LENC_3895	7
LENC_3896	7
LENC_3897	7
LENC_3898	7
LENC_3899	7
LENC_3900	7
LENC_3901	7
LENC_3902	6
LENC_3903	6
LENC_3904	6
LENC_3905	6
LENC_3906	6
LENC_3907	6
LENC_3908	6
LENC_3909	6
LENC_3910	6
LENC_3911	6
LENC_3912	6
LENC_3913	6
LENC_3914	6
LENC_3915	6
LENC_3916	6
LENC_3917	6
LENC_3918	6
LENC_3919	6
LENC_3920	6
LENC_3921	6
LENC_3922	6
LENC_3923	6
LENC_3924	6
LENC_3925	6
LENC_3926	6
LENC_3927	6
LENC_3928	6
LENC_3929	6
LENC_3930	6
LENC_3931	6
LENC_3932	6
LENC_3933	6
LENC_3934	6
LENC_3935	6
LENC_3936	6
LENC_3937	6
LENC_3938	6
LENC_3939	6
LENC_3940	6
LENC_3941	6
LENC_3942	6
LENC_3943	6
LENC_3944	6
LENC_3945	6
LENC_3946	6
LENC_3947	6
LENC_3948	6
LENC_3949	6
LENC_3950	6
LENC_3951	6
LENC_3952	6
LENC_3953	6
LENC_3954	6
LENC_3955	6
LENC_3956	6
LENC_3957	6
LENC_3958	6
LENC_3959	6
LENC_3960	6
LENC_3961	6
LENC_3962	6
LENC_3963	6
LENC_3964	6
LENC_3965	6
LENC_3966	6
LENC_3967	6
LENC_3968	6
LENC_3969	6
LENC_3970	6
LENC_3971	6
LENC_3972	6
LENC_3973	6
LENC_3974	6
LENC_3975	6
LENC_3976	6
LENC_3977	6
LENC_3978	6
LENC_3979	6
LENC_3980	6
LENC_3981	6
LENC_3982	6
LENC_3983	6
LENC_3984	6
LENC_3985	6
LENC_3986	6
LENC_3987	6
LENC_3988	6
LENC_3989	6
LENC_3990	6
LENC_3991	6
LENC_3992	6
LENC_3993	6
LENC_3994	6
LENC_3995	6
LENC_3996	6
LENC_3997	6
LENC_3998	6
LENC_3999	6
LENC_4000	6
LENC_4001	6
LENC_4002	6
LENC_4003	6
LENC_4004	6
LENC_4005	6
LENC_4006	6
LENC_4007	6
LENC_4008	6
LENC_4009	6
LENC_4010	6
LENC_4011	6
LENC_4012	6
LENC_4013	6
LENC_4014	6
LENC_4015	6
LENC_4016	6
LENC_4017	6
LENC_4018	6
LENC_4019	6
LENC_4020	6
LENC_4021	6
LENC_4022	6
LENC_4023	6
LENC_4024	6
LENC_4025	6
LENC_4026	6
LENC_4027	6
LENC_4028	6
LENC_4029	6
LENC_4030	6
LENC_4031	6
LENC_4032	6
LENC_4033	6
LENC_4034	6
LENC_4035	6
LENC_4036	6
LENC_4037	6
LENC_4038	6
LENC_4039	6
LENC_4040	6
LENC_4041	6
LENC_4042	6
LENC_4043	6
LENC_4044	6
LENC_4045	6
LENC_4046	6
LENC_4047	6
LENC_4048	6
LENC_4049	6
LENC_4050	6
LENC_4051	6
LENC_4052	6
LENC_4053	6
LENC_4054	6
LENC_4055	6
LENC_4056	6
LENC_4057	6
LENC_4058	6
LENC_4059	6
LENC_4060	6
LENC_4061	6
LENC_4062	6
LENC_4063	6
LENC_4064	6
LENC_4065	6
LENC_4066	6
LENC_4067	6
LENC_4068	6
LENC_4069	6
LENC_4070	6
LENC_4071	6
LENC_4072	6
LENC_4073	6
LENC_4074	6
LENC_4075	6
LENC_4076	6
LENC_4077	6
LENC_4078	6
LENC_4079	6
LENC_4080	6
LENC_4081	6
LENC_4082	6
LENC_4083	6
LENC_4084	6
LENC_4085	6
LENC_4086	6
LENC_4087	6
LENC_4088	6
LENC_4089	6
LENC_4090	6
LENC_4091	6
LENC_4092	6
LENC_4093	6
LENC_4094	6
LENC_4095	6
LENC_4096	6
LENC_4097	6
LENC_4098	6
LENC_4099	6
LENC_4100	6
LENC_4101	6
LENC_4102	6
LENC_4103	6
LENC_4104	6
LENC_4105	6
LENC_4106	6
LENC_4107	6
LENC_4108	6
LENC_4109	6
LENC_4110	6
LENC_4111	6
LENC_4112	6
LENC_4113	6
LENC_4114	6
LENC_4115	6
LENC_4116	6
LENC_4117	6
LENC_4118	6
LENC_4119	6
LENC_4120	6
LENC_4121	6
LENC_4122	6
LENC_4123	6
LENC_4124	6
LENC_4125	6
LENC_4126	6
LENC_4127	6
LENC_4128	6
LENC_4129	6
LENC_4130	6
LENC_4131	6
LENC_4132	6
LENC_4133	6
LENC_4134	6
LENC_4135	6
LENC_4136	6
LENC_4137	6
LENC_4138	6
LENC_4139	6
LENC_4140	6
LENC_4141	6
LENC_4142	6
LENC_4143	6
LENC_4144	6
LENC_4145	6
LENC_4146	6
LENC_4147	6
LENC_4148	6
LENC_4149	6
LENC_4150	6
LENC_4151	6
LENC_4152	6
LENC_4153	6
LENC_4154	6
LENC_4155	6
LENC_4156	6
LENC_4157	6
LENC_4158	6
LENC_4159	6
LENC_4160	6
LENC_4161	6
LENC_4162	6
LENC_4163	6
LENC_4164	6
LENC_4165	6
LENC_4166	6
LENC_4167	6
LENC_4168	6
LENC_4169	6
LENC_4170	6
LENC_4171	6
LENC_4172	5
LENC_4173	5
LENC_4174	5
LENC_4175	5
LENC_4176	5
LENC_4177	5
LENC_4178	5
LENC_4179	5
LENC_4180	5
LENC_4181	5
LENC_4182	5
LENC_4183	5
LENC_4184	5
LENC_4185	5
LENC_4186	5
LENC_4187	5
LENC_4188	5
LENC_4189	5
LENC_4190	5
LENC_4191	5
LENC_4192	5
LENC_4193	5
LENC_4194	5
LENC_4195	5
LENC_4196	5
LENC_4197	5
LENC_4198	5
LENC_4199	5
LENC_4200	5
LENC_4201	5
LENC_4202	5
LENC_4203	5
LENC_4204	5
LENC_4205	5
LENC_4206	5
LENC_4207	5
LENC_4208	5
LENC_4209	5
LENC_4210	5
LENC_4211	5
LENC_4212	5
LENC_4213	5
LENC_4214	5
LENC_4215	5
LENC_4216	5
LENC_4217	5
LENC_4218	5
LENC_4219	5
LENC_4220	5
LENC_4221	5
LENC_4222	5
LENC_4223	5
LENC_4224	5
LENC_4225	5
LENC_4226	5
LENC_4227	5
LENC_4228	5
LENC_4229	5
LENC_4230	5
LENC_4231	5
LENC_4232	5
LENC_4233	5
LENC_4234	5
LENC_4235	5
LENC_4236	5
LENC_4237	5
LENC_4238	5
LENC_4239	5
LENC_4240	5
LENC_4241	5
LENC_4242	5
LENC_4243	5
LENC_4244	5
LENC_4245	5
LENC_4246	5
LENC_4247	5
LENC_4248	5
LENC_4249	5
LENC_4250	5
LENC_4251	5
LENC_4252	5
LENC_4253	5
LENC_4254	5
LENC_4255	5
LENC_4256	5
LENC_4257	5
LENC_4258	5
LENC_4259	5
LENC_4260	5
LENC_4261	5
LENC_4262	5
LENC_4263	5
LENC_4264	5
LENC_4265	5
LENC_4266	5
LENC_4267	5
LENC_4268	5
LENC_4269	5
LENC_4270	5
LENC_4271	5
LENC_4272	5
LENC_4273	5
LENC_4274	5
LENC_4275	5
LENC_4276	5
LENC_4277	5
LENC_4278	5
LENC_4279	5
LENC_4280	5
LENC_4281	5
LENC_4282	5
LENC_4283	5
LENC_4284	5
LENC_4285	5
LENC_4286	5
LENC_4287	5
LENC_4288	5
LENC_4289	5
LENC_4290	5
LENC_4291	5
LENC_4292	5
LENC_4293	5
LENC_4294	5
LENC_4295	5
LENC_4296	5
LENC_4297	5
LENC_4298	5
LENC_4299	5
LENC_4300	5
LENC_4301	5
LENC_4302	5
LENC_4303	5
LENC_4304	5
LENC_4305	5
LENC_4306	5
LENC_4307	5
LENC_4308	5
LENC_4309	5
LENC_4310	5
LENC_4311	5
LENC_4312	5
LENC_4313	5
LENC_4314	5
LENC_4315	5
LENC_4316	5
LENC_4317	5
LENC_4318	5
LENC_4319	5
LENC_4320	5
LENC_4321	5
LENC_4322	5
LENC_4323	5
LENC_4324	5
LENC_4325	5
LENC_4326	5
LENC_4327	5
LENC_4328	5
LENC_4329	5
LENC_4330	5
LENC_4331	5
LENC_4332	5
LENC_4333	5
LENC_4334	5
LENC_4335	5
LENC_4336	5
LENC_4337	5
LENC_4338	5
LENC_4339	5
LENC_4340	5
LENC_4341	5
LENC_4342	5
LENC_4343	5
LENC_4344	5
LENC_4345	5
LENC_4346	5
LENC_4347	5
LENC_4348	5
LENC_4349	5
LENC_4350	5
LENC_4351	5
LENC_4352	5
LENC_4353	5
LENC_4354	5
LENC_4355	5
LENC_4356	5
LENC_4357	5
LENC_4358	5
LENC_4359	5
LENC_4360	5
LENC_4361	5
LENC_4362	5
LENC_4363	5
LENC_4364	5
LENC_4365	5
LENC_4366	5
LENC_4367	5
LENC_4368	5
LENC_4369	5
LENC_4370	5
LENC_4371	5
LENC_4372	5
LENC_4373	5
LENC_4374	5
LENC_4375	5
LENC_4376	5
LENC_4377	5
LENC_4378	5
LENC_4379	5
LENC_4380	5
LENC_4381	5
LENC_4382	5
LENC_4383	5
LENC_4384	5
LENC_4385	5
LENC_4386	5
LENC_4387	5
LENC_4388	5
LENC_4389	5
LENC_4390	5
LENC_4391	5
LENC_4392	5
LENC_4393	5
LENC_4394	5
LENC_4395	5
LENC_4396	5
LENC_4397	5
LENC_4398	5
LENC_4399	5
LENC_4400	5
LENC_4401	5
LENC_4402	5
LENC_4403	5
LENC_4404	5
LENC_4405	5
LENC_4406	5
LENC_4407	5
LENC_4408	5
LENC_4409	5
LENC_4410	5
LENC_4411	5
LENC_4412	5
LENC_4413	5
LENC_4414	5
LENC_4415	5
LENC_4416	5
LENC_4417	5
LENC_4418	5
LENC_4419	5
LENC_4420	5
LENC_4421	5
LENC_4422	5
LENC_4423	5
LENC_4424	5
LENC_4425	5
LENC_4426	5
LENC_4427	5
LENC_4428	5
LENC_4429	5
LENC_4430	5
LENC_4431	5
LENC_4432	5
LENC_4433	5
LENC_4434	5
LENC_4435	5
LENC_4436	5
LENC_4437	5
LENC_4438	5
LENC_4439	5
LENC_4440	5
LENC_4441	5
LENC_4442	5
LENC_4443	5
LENC_4444	5
LENC_4445	5
LENC_4446	5
LENC_4447	5
LENC_4448	5
LENC_4449	5
LENC_4450	5
LENC_4451	5
LENC_4452	5
LENC_4453	5
LENC_4454	5
LENC_4455	5
LENC_4456	5
LENC_4457	5
LENC_4458	5
LENC_4459	5
LENC_4460	5
LENC_4461	5
LENC_4462	5
LENC_4463	5
LENC_4464	5
LENC_4465	5
LENC_4466	5
LENC_4467	5
LENC_4468	5
LENC_4469	5
LENC_4470	5
LENC_4471	5
LENC_4472	5
LENC_4473	5
LENC_4474	5
LENC_4475	5
LENC_4476	5
LENC_4477	5
LENC_4478	5
LENC_4479	5
LENC_4480	5
LENC_4481	5
LENC_4482	5
LENC_4483	5
LENC_4484	5
LENC_4485	4
LENC_4486	4
LENC_4487	4
LENC_4488	4
LENC_4489	4
LENC_4490	4
LENC_4491	4
LENC_4492	4
LENC_4493	4
LENC_4494	4
LENC_4495	4
LENC_4496	4
LENC_4497	4
LENC_4498	4
LENC_4499	4
LENC_4500	4
LENC_4501	4
LENC_4502	4
LENC_4503	4
LENC_4504	4
LENC_4505	4
LENC_4506	4
LENC_4507	4
LENC_4508	4
LENC_4509	4
LENC_4510	4
LENC_4511	4
LENC_4512	4
LENC_4513	4
LENC_4514	4
LENC_4515	4
LENC_4516	4
LENC_4517	4
LENC_4518	4
LENC_4519	4
LENC_4520	4
LENC_4521	4
LENC_4522	4
LENC_4523	4
LENC_4524	4
LENC_4525	4
LENC_4526	4
LENC_4527	4
LENC_4528	4
LENC_4529	4
LENC_4530	4
LENC_4531	4
LENC_4532	4
LENC_4533	4
LENC_4534	4
LENC_4535	4
LENC_4536	4
LENC_4537	4
LENC_4538	4
LENC_4539	4
LENC_4540	4
LENC_4541	4
LENC_4542	4
LENC_4543	4
LENC_4544	4
LENC_4545	4
LENC_4546	4
LENC_4547	4
LENC_4548	4
LENC_4549	4
LENC_4550	4
LENC_4551	4
LENC_4552	4
LENC_4553	4
LENC_4554	4
LENC_4555	4
LENC_4556	4
LENC_4557	4
LENC_4558	4
LENC_4559	4
LENC_4560	4
LENC_4561	4
LENC_4562	4
LENC_4563	4
LENC_4564	4
LENC_4565	4
LENC_4566	4
LENC_4567	4
LENC_4568	4
LENC_4569	4
LENC_4570	4
LENC_4571	4
LENC_4572	4
LENC_4573	4
LENC_4574	4
LENC_4575	4
LENC_4576	4
LENC_4577	4
LENC_4578	4
LENC_4579	4
LENC_4580	4
LENC_4581	4
LENC_4582	4
LENC_4583	4
LENC_4584	4
LENC_4585	4
LENC_4586	4
LENC_4587	4
LENC_4588	4
LENC_4589	4
LENC_4590	4
LENC_4591	4
LENC_4592	4
LENC_4593	4
LENC_4594	4
LENC_4595	4
LENC_4596	4
LENC_4597	4
LENC_4598	4
LENC_4599	4
LENC_4600	4
LENC_4601	4
LENC_4602	4
LENC_4603	4
LENC_4604	4
LENC_4605	4
LENC_4606	4
LENC_4607	4
LENC_4608	4
LENC_4609	4
LENC_4610	4
LENC_4611	4
LENC_4612	4
LENC_4613	4
LENC_4614	4
LENC_4615	4
LENC_4616	4
LENC_4617	4
LENC_4618	4
LENC_4619	4
LENC_4620	4
LENC_4621	4
LENC_4622	4
LENC_4623	4
LENC_4624	4
LENC_4625	4
LENC_4626	4
LENC_4627	4
LENC_4628	4
LENC_4629	4
LENC_4630	4
LENC_4631	4
LENC_4632	4
LENC_4633	4
LENC_4634	4
LENC_4635	4
LENC_4636	4
LENC_4637	4
LENC_4638	4
LENC_4639	4
LENC_4640	4
LENC_4641	4
LENC_4642	4
LENC_4643	4
LENC_4644	4
LENC_4645	4
LENC_4646	4
LENC_4647	4
LENC_4648	4
LENC_4649	4
LENC_4650	4
LENC_4651	4
LENC_4652	4
LENC_4653	4
LENC_4654	4
LENC_4655	4
LENC_4656	4
LENC_4657	4
LENC_4658	4
LENC_4659	4
LENC_4660	4
LENC_4661	4
LENC_4662	4
LENC_4663	4
LENC_4664	4
LENC_4665	4
LENC_4666	4
LENC_4667	4
LENC_4668	4
LENC_4669	4
LENC_4670	4
LENC_4671	4
LENC_4672	4
LENC_4673	4
LENC_4674	4
LENC_4675	4
LENC_4676	4
LENC_4677	4
LENC_4678	4
LENC_4679	4
LENC_4680	4
LENC_4681	4
LENC_4682	4
LENC_4683	4
LENC_4684	4
LENC_4685	4
LENC_4686	4
